joueur,equipe,equipe_periode,poste,age,valeur_marchande,contrat,minutes,pays_naissance,passeport,pied,taille,poids,prete,actions_def_90,duels_def_90,duels_def_pct,duels_aeriens_90,duels_aeriens_pct,tacles_padj,tirs_contres_90,interceptions_padj,fautes_90,xg_90,tirs_90,tirs_cible_pct,dribbles_90,dribbles_pct,duels_off_90,courses_prog_90,accelerations_90,fautes_subies_90,passes_90,passes_pct,passes_avant_90,passes_avant_pct,passes_longues_90,passes_longues_pct,xa_90,secondes_pd_90,passes_judicieuses_90,passes_quasi_pd_90,passes_tiers_adv_90,passes_tiers_adv_pct,passes_surface_90,passes_surface_pct,passes_penetrantes_90,passes_prog_90,passes_prog_pct,ligue,equipe_norm,score_bloc,score_pressing,score_avec_ballon,score_transition_off,label_bloc,label_pressing,label_avec_ballon,label_transition_off,actions_def_90_adj,duels_def_90_adj,tacles_padj_adj,interceptions_padj_adj,tirs_contres_90_adj,passes_90_adj,passes_pct_adj,passes_prog_90_adj,passes_avant_90_adj,passes_tiers_adv_90_adj,courses_prog_90_adj,accelerations_90_adj,dribbles_90_adj,actions_def_90_adj_pct,duels_def_90_adj_pct,tacles_padj_adj_pct,interceptions_padj_adj_pct,tirs_contres_90_adj_pct,passes_90_adj_pct,passes_pct_adj_pct,passes_prog_90_adj_pct,passes_avant_90_adj_pct,passes_tiers_adv_90_adj_pct,courses_prog_90_adj_pct,accelerations_90_adj_pct,dribbles_90_adj_pct,xg_90_pct,xa_90_pct,secondes_pd_90_pct,passes_quasi_pd_90_pct,passes_surface_90_pct,passes_penetrantes_90_pct,passes_judicieuses_90_pct,duels_def_pct_pct,duels_aeriens_pct_pct,score_mc_recuperateur,score_mc_mdef,score_mc_relanceur,score_mc_boxtbox,score_mc_interieur,score_mc_offensif,impact_contexte,niveau_fiabilite
M. Fernández,Albacete,Albacete,"DMF, RCMF, LCMF",24.0,425000,2028-06-30,334,Uruguay,Uruguay,droite,183,75,oui,9.7,6.47,50.0,1.89,85.71,0.0,0.27,6.86,1.35,0.0,0.0,0.0,0.27,0.0,1.08,0.0,0.0,0.81,30.72,82.46,11.05,65.85,3.77,35.71,0.0,0.27,0.0,0.0,5.66,47.62,0.0,0.0,0.0,5.12,63.16,Liga_seg,albacete,31.604278074866315,49.77272727272727,15.227272727272728,75.45454545454545,Bloc bas,Pressing modéré,Jeu direct,Contre-attaque,9.7131972107438,6.478802675619835,0.0,6.869333285123967,0.2703673450413223,34.90061752066116,93.68180080578513,5.81676958677686,12.553770299586779,6.4302570041322324,0.0,0.0,0.23926016528925623,88.53211009174312,62.61467889908256,14.360587002096437,86.58280922431865,61.00917431192661,34.862385321100916,85.3211009174312,62.15596330275229,59.403669724770644,69.95412844036697,2.981651376146789,21.444954128440365,10.321100917431194,5.5045871559633035,11.238532110091743,97.93577981651376,14.678899082568808,3.096330275229358,9.747706422018348,22.477064220183486,13.646788990825687,97.24770642201835,63.18605569499741,65.51226306906699,52.69206088182201,44.50942159796236,28.28612385321101,30.84043250327654,0.09117871900826453,faible_echantillon
M. Agbekpornu,Huesca,Huesca,"LCMF, LAMF",27.0,400000,2028-06-30,159,Ghana,Ghana,droite,188,80,non,7.36,5.09,44.44,3.96,71.43,0.75,0.57,6.0,2.26,0.02,0.57,100.0,0.0,0.0,1.7,0.57,0.0,1.13,26.04,76.09,9.06,50.0,3.96,42.86,0.0,0.0,0.0,0.0,3.96,57.14,0.0,0.0,0.57,2.83,60.0,Liga_seg,huesca,49.22077922077923,36.24999999999999,28.636363636363633,22.727272727272727,Bloc médian,Pressing modéré,Jeu direct,Jeu placé,7.883710000000001,5.4521853125,0.8033671875,6.4269375,0.6105590624999999,28.66476743801653,83.75968334710745,3.115256983471075,9.973225537190084,4.359158181818182,0.6378347107438016,0.0,0.0,62.15596330275229,37.38532110091743,83.01886792452831,81.55136268343816,93.80733944954129,10.321100917431194,52.522935779816514,10.77981651376147,33.48623853211009,33.02752293577982,33.02752293577982,21.444954128440365,2.86697247706422,21.674311926605505,11.238532110091743,31.76605504587156,14.678899082568808,3.096330275229358,77.06422018348624,22.477064220183486,5.160550458715597,95.06880733944955,60.988619862289156,67.79378594233839,36.231727966127316,38.9058870562246,27.91322629969419,25.1291502839668,0.08597688533057861,faible_echantillon
Cristian Rodríguez,Ceuta,Ceuta,LCMF,30.0,400000,2027-06-30,595,Spain,Spain,droite,178,70,non,6.81,4.84,68.75,1.82,16.67,0.69,0.0,4.58,0.76,0.07,1.51,40.0,0.76,40.0,4.69,1.36,0.0,0.45,42.35,77.5,18.3,70.25,5.29,62.86,0.24,0.0,0.3,0.61,10.74,74.65,3.33,45.45,0.91,11.19,89.19,Liga_seg,ceuta,56.93181818181817,71.81818181818181,56.36363636363637,37.27272727272727,Bloc médian,Pressing intensif,Équilibré,Mixte,6.113016198347108,4.34464,0.6193804958677686,4.111250247933885,0.0,40.8359,74.72921487603305,10.789934380165288,17.645737190082645,10.356022809917356,1.450636694214876,0.0,0.8106499173553718,23.394495412844037,13.990825688073393,75.26205450733752,35.63941299790356,10.894495412844037,58.256880733944946,11.238532110091743,100.0,93.11926605504587,97.70642201834863,76.37614678899082,21.444954128440365,42.88990825688073,60.09174311926605,98.62385321100918,31.76605504587156,95.64220183486239,96.90366972477065,92.20183486238533,90.48165137614679,90.36697247706422,8.486238532110093,40.24417289346643,30.138807748158403,66.20653707504583,56.71404873183479,78.11869266055047,71.84551114023593,-0.06904958677685949,echantillon_moyen
Pedro Ortiz,Córdoba,Córdoba,"RCMF, AMF, RDMF",25.0,400000,2026-06-30,815,Spain,Spain,gauche,184,76,non,7.95,7.4,55.22,3.53,46.88,2.52,0.22,4.83,2.43,0.07,0.99,33.33,1.66,13.33,5.96,0.88,0.0,1.1,36.0,81.6,10.49,70.53,2.76,48.0,0.02,0.0,0.0,0.22,4.31,69.23,1.44,84.62,0.22,5.63,72.55,Liga_seg,cordoba,33.56775300171526,66.02272727272727,79.54545454545455,71.81818181818181,Bloc médian,Pressing intensif,Possession,Contre-attaque,7.308175064566116,6.802578047520662,2.316553605371901,4.44006107696281,0.20223880681818182,31.50371900826446,71.40842975206611,4.926831611570248,9.17983367768595,3.771695247933884,0.7899345454545456,0.0,1.4901038016528927,47.018348623853214,69.4954128440367,99.16142557651992,44.44444444444444,50.11467889908256,19.724770642201836,5.5045871559633035,43.34862385321101,25.458715596330272,22.706422018348622,44.8394495412844,21.444954128440365,75.68807339449542,60.09174311926605,38.99082568807339,31.76605504587156,62.15596330275229,61.81192660550459,40.481651376146786,22.477064220183486,27.981651376146786,55.84862385321101,50.1057053353336,52.19112548804646,36.60023086899061,44.16276985088652,36.98260703363914,40.27004150283967,-0.10281469524793385,echantillon_moyen
M. Lachuer,Real Valladolid,Real Valladolid,"LDMF, LCMF, AMF",25.0,400000,2026-06-30,588,France,"France, Martinique",gauche,185,78,non,4.13,5.2,47.06,1.84,41.67,0.0,0.0,2.7,1.99,0.2,1.53,30.0,1.07,42.86,3.83,1.53,0.46,1.53,32.14,84.76,8.88,75.86,3.21,57.14,0.07,0.0,0.15,0.15,3.98,65.38,1.68,63.64,0.15,3.52,60.87,Liga_seg,real valladolid,51.32411067193676,78.18181818181819,63.40909090909091,78.18181818181819,Bloc médian,Pressing intensif,Équilibré,Contre-attaque,3.6284609917355373,4.568522314049587,0.0,2.372117355371901,0.0,29.900924400826447,78.85508252066117,3.2747745454545454,8.261363057851241,3.7027280371900826,1.3441998347107438,0.40413851239669424,0.9400613223140497,1.6055045871559634,18.11926605504587,14.360587002096437,7.756813417190776,10.894495412844037,14.449541284403669,29.128440366972473,12.614678899082568,15.36697247706422,21.100917431192663,72.24770642201835,91.05504587155964,52.522935779816514,93.34862385321101,73.85321100917432,31.76605504587156,50.45871559633027,72.59174311926606,29.128440366972473,71.3302752293578,8.371559633027523,45.642201834862384,13.664565422268383,13.925720770103668,27.390593788724306,35.182985484309704,48.04434250764527,52.21603320227174,-0.08692355371900823,echantillon_moyen
Ronaldo,Castellón,Castellón,"RDMF, LCMF, DMF",35.0,350000,2026-06-30,562,Brazil,"Brazil, Italy",droite,178,77,non,5.28,5.12,50.0,1.44,33.33,0.0,0.48,4.29,2.08,0.01,1.44,11.11,0.48,33.33,7.05,0.64,0.0,3.36,39.4,79.67,13.61,75.29,4.96,67.74,0.08,0.0,0.16,0.16,7.53,74.47,1.76,27.27,0.32,7.85,75.51,Liga_seg,castellon,58.20202020202021,63.18181818181818,91.59090909090908,78.18181818181819,Bloc médian,Pressing modéré,Possession,Contre-attaque,4.917447272727273,4.768433719008264,0.0,3.9954259090909092,0.4470406611570248,33.657165082644624,68.05752137396695,6.705805733471074,11.626244080578513,6.432448047520661,0.5622796694214877,0.0,0.4217097520661157,7.339449541284404,20.871559633027523,14.360587002096437,33.123689727463315,83.25688073394495,29.357798165137616,2.7522935779816518,78.44036697247707,48.853211009174316,70.18348623853211,28.6697247706422,21.444954128440365,20.871559633027523,13.876146788990825,78.6697247706422,31.76605504587156,53.21100917431193,74.88532110091744,54.243119266055054,74.42660550458714,13.646788990825687,23.853211009174313,34.67424521089377,28.94503166291616,45.22260173759655,38.9327175911043,51.07645259938838,46.15361511577108,-0.12005991735537187,echantillon_moyen
Ále Meléndez,Albacete,Albacete,"LCMF, RCMF",26.0,350000,2026-06-30,1918,Spain,Spain,droite,177,66,non,9.38,7.55,63.98,1.41,40.0,0.23,0.23,5.33,1.55,0.02,0.38,25.0,0.7,73.33,4.46,0.75,0.0,1.64,42.42,82.19,14.03,69.9,5.49,51.28,0.05,0.09,0.09,0.28,8.26,69.32,1.64,45.71,0.47,5.91,71.43,Liga_seg,albacete,31.604278074866315,49.77272727272727,15.227272727272728,75.45454545454545,Bloc bas,Pressing modéré,Jeu direct,Contre-attaque,9.392761838842976,7.5602720557851235,0.23031292355371902,5.337251663223141,0.23031292355371902,48.19284489669422,93.37505709710744,6.714278956611571,15.939311973140496,9.384085309917356,0.6646115702479339,0.0,0.6203041322314049,84.40366972477065,82.33944954128441,40.88050314465409,67.71488469601678,56.42201834862385,82.56880733944955,83.94495412844036,78.89908256880734,86.23853211009175,95.64220183486239,35.77981651376147,21.444954128440365,30.963302752293576,21.674311926605505,64.10550458715596,83.37155963302753,70.18348623853211,70.9862385321101,68.80733944954129,57.11009174311926,72.93577981651376,41.169724770642205,69.51860046063894,67.45656326332391,75.85266217155608,63.886409159474766,64.04262232415903,61.51976845784185,0.06872417355371904,rotation
Rubén Díez,Ceuta,Ceuta,"LCMF, CF",32.0,300000,2026-06-30,1972,Spain,Spain,droite,170,62,non,5.48,4.52,56.57,0.59,15.38,0.53,0.0,3.73,1.1,0.15,0.78,41.18,1.32,37.93,3.88,0.91,0.09,1.14,46.28,83.04,16.43,73.06,4.43,51.55,0.21,0.0,0.09,0.5,6.98,70.59,3.1,45.59,0.64,7.48,76.22,Liga_seg,ceuta,56.93181818181817,71.81818181818181,56.36363636363637,37.27272727272727,Bloc médian,Pressing intensif,Équilibré,Mixte,4.91913785123967,4.057391074380165,0.4757560330578513,3.3482452892561985,0.0,44.62539438016529,80.07114842975207,7.212574545454546,15.842593553719007,6.730450578512397,0.9706466115702479,0.09599801652892562,1.4079709090909092,7.568807339449542,10.321100917431194,64.77987421383648,16.9811320754717,10.894495412844037,72.24770642201835,35.091743119266056,85.3211009174312,85.55045871559633,74.54128440366972,55.73394495412845,57.56880733944955,73.39449541284404,87.8440366972477,97.47706422018348,31.76605504587156,91.62844036697247,95.87155963302753,80.38990825688074,57.11009174311926,34.862385321100916,7.912844036697248,30.097495095493624,21.707485863481622,62.58482426205725,55.732549848743375,74.43730886850152,72.6766601135867,-0.06904958677685949,rotation
Dani Villahermosa,FC Andorra,FC Andorra,"LCMF, LDMF",25.0,300000,2027-06-30,2436,Spain,Spain,droite,174,65,non,7.28,6.54,64.41,1.11,6.67,0.58,0.07,4.77,1.51,0.12,0.92,40.0,2.11,38.6,6.24,1.74,0.26,0.78,43.52,83.62,15.33,74.94,2.59,60.0,0.08,0.04,0.15,0.37,6.54,76.27,2.25,57.38,0.55,7.17,71.13,Liga_seg,fc andorra,53.062200956937794,65.79545454545455,93.63636363636364,46.36363636363636,Bloc médian,Pressing modéré,Possession,Mixte,6.699034566115703,6.018088744834711,0.5337142923553719,4.389339956095041,0.06441379390495869,37.09774280991736,71.2801758677686,6.11192132231405,13.067748099173555,5.574890578512397,1.7765831404958679,0.26546644628099175,2.1543623140495867,35.091743119266056,51.146788990825684,69.60167714884696,42.9769392033543,24.541284403669724,42.6605504587156,5.275229357798166,69.26605504587155,64.6788990825688,54.58715596330275,86.69724770642202,80.96330275229357,88.53211009174312,83.71559633027523,78.6697247706422,66.62844036697247,83.37155963302753,87.1559633027523,75.3440366972477,71.3302752293578,75.68807339449542,6.651376146788992,42.901423028099934,38.43739902486873,54.45350507348517,60.27524996496781,69.85703363914374,71.81984491044125,-0.1136865960743801,titulaire
José Ángel,Deportivo La Coruña,Deportivo La Coruña,"LCMF, DMF, RCMF",33.0,300000,2026-06-30,1096,Spain,Spain,gauche,183,65,non,8.79,6.82,62.65,1.48,50.0,0.67,0.25,5.46,1.4,0.02,0.74,33.33,0.57,85.71,3.53,0.41,0.0,1.4,59.78,89.01,19.95,76.95,5.67,63.77,0.0,0.08,0.16,0.08,8.87,80.56,0.99,33.33,0.82,8.21,72.0,Liga_seg,deportivo la coruna,19.324009324009324,22.045454545454543,68.18181818181819,86.36363636363637,Bloc bas,Bloc passif,Possession,Contre-attaque,9.852182510330577,7.644127954545454,0.7509627169421488,6.119785723140495,0.28020996900826445,54.44426446280992,81.06530578512397,7.477206611570249,18.169338842975208,8.078297520661156,0.35307438016528925,0.0,0.49085950413223134,90.13761467889908,84.40366972477065,80.71278825995807,78.40670859538784,62.84403669724771,93.80733944954129,41.74311926605505,87.8440366972477,94.4954128440367,88.9908256880734,16.28440366972477,21.444954128440365,24.31192660550459,21.674311926605505,11.238532110091743,80.38990825688074,36.00917431192661,40.137614678899084,89.22018348623854,74.42660550458714,64.10550458715596,64.44954128440367,77.48680291096879,73.3159818389014,73.22765667631083,62.42768532027664,54.91074159021407,52.22340541721277,0.015791838842975175,rotation
Isma Ruiz,Córdoba,Córdoba,"DMF, RDMF, LDMF",25.0,300000,2028-06-30,2639,Spain,Spain,droite,180,67,non,7.3,6.07,70.79,1.98,51.72,0.37,0.14,5.0,0.68,0.06,0.95,35.71,1.06,70.97,4.02,1.33,0.14,1.6,38.57,87.09,13.27,78.92,2.05,60.0,0.03,0.0,0.03,0.07,6.62,76.8,1.13,42.42,0.24,5.35,77.71,Liga_seg,cordoba,33.56775300171526,66.02272727272727,79.54545454545455,71.81818181818181,Bloc médian,Pressing intensif,Possession,Contre-attaque,6.710651317148761,5.579952533574381,0.3401289023760331,4.5963365185950416,0.1286974225206612,33.752734504132235,76.21274690082645,4.681802685950413,11.612620867768594,5.7931838842975205,1.1938783471074381,0.1256714049586777,0.9515120661157026,35.55045871559633,41.97247706422018,52.83018867924528,47.79874213836478,36.00917431192661,30.045871559633024,16.972477064220186,38.07339449541284,48.62385321100918,59.174311926605505,66.05504587155964,63.53211009174312,53.44036697247706,53.78440366972477,48.73853211009174,31.76605504587156,34.288990825688074,46.559633027522935,43.69266055045872,45.298165137614674,93.34862385321101,69.61009174311926,45.93070761929491,44.19557981362876,40.64606155773717,45.31427582284428,45.277522935779814,45.74213630406291,-0.10281469524793384,titulaire
Théo Zidane,Córdoba,Córdoba,"LCMF, RDMF",23.0,300000,2026-06-30,574,France,"France, Spain",droite,196,78,non,4.86,5.49,45.71,1.41,55.56,0.93,0.0,3.71,2.2,0.16,1.25,25.0,1.88,50.0,7.68,1.25,0.16,1.25,21.48,75.91,7.37,72.34,2.35,60.0,0.03,0.0,0.31,0.31,3.92,80.0,0.78,40.0,0.31,2.82,83.33,Liga_seg,cordoba,33.56775300171526,66.02272727272727,79.54545454545455,71.81818181818181,Bloc médian,Pressing intensif,Possession,Contre-attaque,4.467639096074381,5.046777497417356,0.8549185924586777,3.410481696797521,0.0,18.797219008264463,66.42909194214876,2.4677913223140493,6.449511363636364,3.430404958677686,1.1220661157024794,0.14362446280991736,1.687587438016529,5.045871559633028,26.146788990825687,84.0670859538784,18.658280922431867,10.894495412844037,1.6055045871559634,1.6055045871559634,4.128440366972478,5.275229357798166,13.761467889908257,62.84403669724771,67.43119266055045,81.19266055045871,88.76146788990825,48.73853211009174,31.76605504587156,74.6559633027523,27.75229357798165,52.981651376146786,91.39908256880734,7.339449541284404,78.21100917431193,23.327599989421657,25.32935503336988,23.552985841500643,36.25646652983506,49.152331804281346,48.10670598514636,-0.10281469524793388,echantillon_moyen
J. Smith,Sporting Gijón,Sporting Gijón,"RDMF, LDMF, DMF",23.0,300000,2027-06-30,1124,France,"France, Canada",droite,189,79,oui,7.61,7.61,61.05,2.72,52.94,0.49,0.24,3.16,1.92,0.09,0.56,42.86,1.04,38.46,5.52,0.56,0.0,1.44,25.78,82.61,8.73,71.56,1.76,36.36,0.03,0.0,0.0,0.16,3.68,71.74,0.64,50.0,0.08,3.76,55.32,Liga_seg,sporting gijon,39.78260869565217,26.25,49.77272727272727,51.36363636363636,Bloc médian,Bloc passif,Équilibré,Mixte,8.4368740625,8.4368740625,0.5432415624999999,3.50335375,0.26607749999999997,25.815074648760334,82.72239397727273,3.7651156198347104,8.741877489669422,3.6850067768595043,0.5554806611570249,0.0,1.0316069421487604,72.47706422018348,91.74311926605505,70.020964360587,20.335429769392032,60.77981651376147,7.339449541284404,49.08256880733945,18.34862385321101,19.954128440366972,20.412844036697248,28.440366972477065,21.444954128440365,56.42201834862385,72.24770642201835,48.73853211009174,31.76605504587156,53.21100917431193,20.412844036697248,21.788990825688074,22.477064220183486,54.81651376146789,72.93577981651376,55.60778133594907,62.21766151212663,34.94518630255172,40.649430829974364,32.2723623853211,34.10878112712975,0.05500839359504126,rotation
T. Nikitscher,Rio Ave,Real Valladolid,LDMF,26.0,275000,2029-06-30,20,Hungary,Hungary,droite,193,80,non,,,,,,0.0,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Liga_seg,real valladolid,51.32411067193676,78.18181818181819,63.40909090909091,78.18181818181819,Bloc médian,Pressing intensif,Équilibré,Contre-attaque,,,0.0,8.785619834710744,,,,,,,,,,,,14.360587002096437,95.80712788259959,,,,,,,,,,,,,,,,,,,,,,,,,-0.12143801652892564,faible_echantillon
Bicho,Cultural Leonesa,Cultural Leonesa,"LCMF, LDMF",30.0,250000,2026-06-30,1518,Spain,Spain,gauche,175,67,non,7.29,6.23,59.05,1.54,53.85,0.54,0.3,4.15,1.19,0.03,0.65,9.09,0.53,55.56,5.28,1.78,0.24,1.07,47.49,88.39,12.69,77.57,5.1,70.93,0.04,0.0,0.0,0.18,7.47,84.13,1.25,47.62,0.65,6.7,77.88,Liga_seg,cultural leonesa,28.989898989898993,33.63636363636364,36.81818181818181,45.454545454545446,Bloc bas,Pressing modéré,Équilibré,Mixte,7.88862347107438,6.741580826446282,0.584342479338843,4.490780165289257,0.3246347107438016,50.75091458677686,94.45932491735537,7.160057438016529,13.561362520661156,7.982929710743801,1.8263388429752068,0.24624793388429753,0.543797520661157,62.38532110091744,67.88990825688074,72.95597484276729,45.70230607966457,69.26605504587155,87.61467889908256,87.1559633027523,85.09174311926606,70.64220183486239,88.07339449541286,88.53211009174312,79.35779816513761,27.293577981651374,31.536697247706424,57.22477064220184,31.76605504587156,56.65137614678899,52.522935779816514,81.30733944954129,22.477064220183486,44.03669724770643,74.08256880733946,67.3557365895409,65.69220496028312,70.68178339941366,66.74706347832537,65.33448012232417,60.143621668851026,0.0753904958677686,rotation
Juanpe,Málaga,Málaga,"RCMF, LDMF",29.0,250000,2026-06-30,999,Spain,Spain,droite,184,77,non,10.9,8.29,59.78,4.14,60.87,1.42,0.18,7.08,1.98,0.05,0.72,25.0,0.72,62.5,3.15,0.63,0.45,0.81,42.7,80.59,17.21,70.16,6.4,54.93,0.04,0.0,0.36,0.36,8.38,64.52,0.99,54.55,0.9,8.47,71.28,Liga_seg,malaga,30.64935064935065,77.04545454545455,66.5909090909091,70.0,Bloc bas,Pressing intensif,Possession,Contre-attaque,9.609599896694215,7.3085856095041315,1.2518928305785124,6.241831859504132,0.15869064049586776,39.15462076446281,73.8986156301653,7.766736250000001,15.781054411157026,7.684208946280993,0.56952,0.4068,0.65088,87.38532110091744,80.27522935779817,92.45283018867924,79.66457023060796,42.201834862385326,51.8348623853211,9.174311926605505,89.22018348623854,84.63302752293578,85.09174311926606,29.587155963302752,91.28440366972477,32.3394495412844,47.706422018348626,57.22477064220184,31.76605504587156,81.88073394495413,40.137614678899084,91.74311926605505,94.61009174311926,47.935779816513765,87.72935779816514,71.39420991768122,67.15307168753486,66.36946010589338,65.04635376740276,70.09365443425077,61.18146570554828,-0.10070764462809914,echantillon_moyen
Diego Barri,Castellón,Castellón,"LCMF, DMF, LDMF",30.0,200000,2027-06-30,2232,Spain,Spain,droite,188,75,non,8.15,6.69,62.05,2.5,54.84,0.31,0.28,5.9,1.45,0.16,0.93,21.74,1.13,60.71,3.95,1.05,0.12,0.65,41.33,85.17,14.4,76.75,2.22,52.73,0.04,0.08,0.0,0.24,5.77,81.12,1.13,50.0,0.16,6.29,71.15,Liga_seg,castellon,58.20202020202021,63.18181818181818,91.59090909090908,78.18181818181819,Bloc médian,Pressing modéré,Possession,Contre-attaque,7.5903778925619845,6.230629214876034,0.28871376033057855,5.494874793388431,0.2607737190082645,35.305853626033056,72.75585660123967,5.37318701446281,12.301095867768595,4.928980774793388,0.9224900826446282,0.10542743801652893,0.992775041322314,55.04587155963303,56.88073394495413,46.75052410901468,70.44025157232704,59.747706422018354,35.77981651376147,7.568807339449542,55.73394495412845,58.02752293577982,41.97247706422018,53.21100917431193,58.944954128440365,55.5045871559633,88.76146788990825,57.22477064220184,80.38990825688074,64.44954128440367,46.559633027522935,31.536697247706424,22.477064220183486,61.69724770642202,76.14678899082568,55.52831330659897,54.09919304040928,47.432224736296924,51.6370603460356,45.083333333333336,51.88428352992573,-0.10721126033057843,titulaire
M. Doué,Castellón,Castellón,"LCMF, LDMF, DMF",25.0,200000,2027-06-30,762,France,"France, Côte d'Ivoire",droite,185,75,non,8.62,7.32,66.13,2.6,27.27,1.17,0.12,5.06,1.3,0.14,1.3,45.45,2.36,55.0,8.15,2.72,0.35,1.3,32.83,83.09,10.87,73.91,2.48,33.33,0.04,0.24,0.12,0.12,5.67,77.08,1.65,35.71,0.47,5.2,79.55,Liga_seg,castellon,58.20202020202021,63.18181818181818,91.59090909090908,78.18181818181819,Bloc médian,Pressing modéré,Possession,Contre-attaque,8.02810520661157,6.817370082644628,1.089661611570248,4.712553636363636,0.1117601652892562,28.044790092975205,70.97903164256199,4.442062396694215,9.285618894628099,4.843556497933884,2.3896885950413225,0.307496694214876,2.0734062809917355,66.05504587155964,69.72477064220183,90.14675052410901,51.15303983228512,32.11009174311927,9.862385321100918,4.587155963302752,32.798165137614674,26.376146788990823,40.825688073394495,96.3302752293578,84.86238532110092,87.61467889908256,86.58256880733946,57.22477064220184,97.59174311926606,42.54587155963303,71.44495412844036,68.80733944954129,65.71100917431193,81.88073394495413,15.711009174311927,50.823653544707945,52.888181461927566,42.45376094584161,57.33622245851777,54.07358562691132,62.13575797291394,-0.10721126033057844,echantillon_moyen
Álex Cardero,AEK Larnaca ,Mirandés,"RCMF, RWF",22.0,200000,2028-06-30,667,Spain,Spain,droite,0,0,oui,5.26,5.8,41.86,2.29,23.53,0.36,0.13,3.39,1.75,0.21,1.89,21.43,0.67,60.0,5.53,0.4,0.0,1.62,28.07,79.33,6.48,64.58,1.21,44.44,0.08,0.13,0.0,0.13,2.97,77.27,1.89,35.71,0.13,4.45,60.61,Liga_seg,mirandes,42.01298701298701,23.40909090909091,7.9545454545454515,21.818181818181813,Bloc médian,Bloc passif,Jeu direct,Jeu placé,5.8760557644628095,6.479301033057851,0.40216351239669423,3.7870397417355375,0.14522571280991736,32.173932592975206,90.92832463842976,5.10060563016529,7.427398760330579,3.4042244318181822,0.4485752066115703,0.0,0.7513634710743803,19.724770642201836,62.84403669724771,59.74842767295597,27.882599580712785,39.678899082568805,24.541284403669724,77.06422018348624,47.477064220183486,9.862385321100918,13.302752293577983,21.100917431192663,21.444954128440365,39.678899082568805,94.15137614678899,78.6697247706422,89.90825688073394,45.52752293577982,78.6697247706422,25.91743119266055,22.477064220183486,4.3577981651376145,12.5,34.74291070432559,39.75699913930722,42.88957922907205,40.84698352250715,37.39048165137615,48.2978374836173,0.13166219008264468,echantillon_moyen
