joueur,equipe,equipe_periode,poste,age,valeur_marchande,contrat,minutes,pays_naissance,passeport,pied,taille,poids,prete,actions_def_90,duels_def_90,duels_def_pct,duels_aeriens_90,duels_aeriens_pct,tacles_padj,tirs_contres_90,interceptions_padj,fautes_90,xg_90,tirs_90,tirs_cible_pct,dribbles_90,dribbles_pct,duels_off_90,courses_prog_90,accelerations_90,fautes_subies_90,passes_90,passes_pct,passes_avant_90,passes_avant_pct,passes_longues_90,passes_longues_pct,xa_90,secondes_pd_90,passes_judicieuses_90,passes_quasi_pd_90,passes_tiers_adv_90,passes_tiers_adv_pct,passes_surface_90,passes_surface_pct,passes_penetrantes_90,passes_prog_90,passes_prog_pct,ligue,equipe_norm,score_bloc,score_pressing,score_avec_ballon,score_transition_off,label_bloc,label_pressing,label_avec_ballon,label_transition_off,actions_def_90_adj,duels_def_90_adj,tacles_padj_adj,interceptions_padj_adj,tirs_contres_90_adj,passes_90_adj,passes_pct_adj,passes_prog_90_adj,passes_avant_90_adj,passes_tiers_adv_90_adj,courses_prog_90_adj,accelerations_90_adj,dribbles_90_adj,actions_def_90_adj_pct,duels_def_90_adj_pct,tacles_padj_adj_pct,interceptions_padj_adj_pct,tirs_contres_90_adj_pct,passes_90_adj_pct,passes_pct_adj_pct,passes_prog_90_adj_pct,passes_avant_90_adj_pct,passes_tiers_adv_90_adj_pct,courses_prog_90_adj_pct,accelerations_90_adj_pct,dribbles_90_adj_pct,xg_90_pct,xa_90_pct,secondes_pd_90_pct,passes_quasi_pd_90_pct,passes_surface_90_pct,passes_penetrantes_90_pct,passes_judicieuses_90_pct,duels_def_pct_pct,duels_aeriens_pct_pct,score_mc_recuperateur,score_mc_mdef,score_mc_relanceur,score_mc_boxtbox,score_mc_interieur,score_mc_offensif,impact_contexte,niveau_fiabilite
R. Ndiaye,Le Havre,Le Havre,"LCMF, AMF",24.0,2500000,2028-06-30,2255,France,"France, Senegal",droite,179,70,non,6.67,5.67,68.31,1.92,25.0,0.05,0.08,3.49,0.56,0.1,1.04,26.92,1.44,66.67,3.99,1.72,0.28,1.24,30.61,80.83,9.02,76.11,1.44,58.33,0.07,0.0,0.08,0.36,3.19,77.5,2.16,59.26,0.24,4.51,70.8,L1,le havre,51.04166666666667,67.5,34.44444444444444,21.666666666666664,Bloc médian,Pressing intensif,Équilibré,Jeu placé,6.09221125,5.17883625,0.04566875000000001,3.1876787500000003,0.07307000000000001,33.02252148148148,87.20060148148148,4.865454814814815,9.73090962962963,3.4414192592592596,1.9295533333333332,0.31411333333333336,1.6154399999999998,23.165137614678898,30.275229357798167,29.350104821802937,14.884696016771489,25.91743119266055,27.522935779816514,64.90825688073394,42.6605504587156,31.422018348623855,13.990825688073393,90.59633027522935,86.0091743119266,79.81651376146789,76.72018348623854,73.85321100917432,31.76605504587156,81.88073394495413,85.20642201834863,43.69266055045872,55.38990825688074,89.44954128440367,14.105504587155963,30.35522029407805,32.09771447598715,40.817393344158965,48.155180230305724,59.77714067278288,61.36003713411969,-0.0039050925925924983,titulaire
E. Owusu,Auxerre,Auxerre,"RCMF, DMF, LCMF",28.0,2500000,2027-06-30,1851,France,"France, Ghana",droite,182,72,non,7.44,5.49,61.06,1.31,29.63,0.56,0.24,4.11,1.46,0.0,0.15,0.0,0.34,57.14,3.45,0.34,0.1,0.88,31.65,83.26,10.16,66.03,1.99,58.54,0.01,0.0,0.0,0.0,4.28,65.91,0.78,50.0,0.1,4.81,61.62,L1,auxerre,35.18518518518519,31.666666666666668,25.833333333333336,58.8888888888889,Bloc médian,Bloc passif,Jeu direct,Mixte,8.108360000000001,5.983185000000001,0.6103066666666668,4.479215000000001,0.26156,35.13018125,92.41513083333334,5.338899583333333,11.277176666666668,4.750621666666667,0.32347851851851855,0.09514074074074075,0.32347851851851855,67.66055045871559,50.22935779816514,74.63312368972747,45.073375262054505,60.09174311926605,35.321100917431195,81.19266055045871,54.357798165137616,45.412844036697244,39.22018348623853,14.908256880733944,57.3394495412844,13.53211009174312,5.5045871559633035,28.09633027522936,31.76605504587156,14.678899082568808,27.75229357798165,23.05045871559633,22.477064220183486,55.04587155963303,17.889908256880734,55.508884609466655,59.36173018483257,45.488948031465775,43.290952628238415,32.08677370030581,30.540902140672785,0.09989583333333338,rotation
A. Francis,Toulouse,Toulouse,LCMF,24.0,2000000,2029-06-30,564,Ghana,Ghana,droite,182,72,non,8.14,4.95,64.52,1.44,88.89,0.56,0.48,5.22,0.96,0.03,0.8,0.0,0.0,0.0,2.71,0.0,0.0,0.64,38.78,82.72,11.97,65.33,2.55,31.25,0.0,0.0,0.0,0.0,4.15,53.85,0.48,33.33,0.16,4.79,53.33,L1,toulouse,37.98039215686275,49.166666666666664,23.33333333333333,59.44444444444444,Bloc médian,Pressing modéré,Jeu direct,Mixte,8.180360833333335,4.9745437500000005,0.5627766666666667,5.2458825000000004,0.48238000000000003,43.33018666666667,92.42581333333332,5.352026666666666,13.37448,4.636933333333333,0.0,0.0,0.0,70.64220183486239,24.541284403669724,71.38364779874213,65.40880503144653,86.23853211009175,67.88990825688074,81.42201834862385,55.04587155963303,68.57798165137615,36.46788990825688,2.981651376146789,21.444954128440365,2.86697247706422,31.536697247706424,11.238532110091743,31.76605504587156,14.678899082568808,13.646788990825687,31.536697247706424,22.477064220183486,76.14678899082568,97.47706422018348,68.03627531590791,70.16661978535572,52.36586587205422,43.95896700379996,30.37519113149847,29.61609873307121,0.061145833333333316,echantillon_moyen
H. Belkebla,Angers SCO,Angers SCO,"RDMF, DMF, RCMF",32.0,1700000,2026-06-30,2447,France,"France, Algeria",droite,177,68,non,8.97,6.22,71.6,1.1,36.67,0.3,0.37,4.28,0.55,0.01,0.15,0.0,0.51,42.86,4.23,0.29,0.0,1.47,37.63,89.74,10.92,78.45,2.02,47.27,0.01,0.04,0.11,0.04,4.97,78.52,0.22,66.67,0.15,4.23,73.04,L1,angers sco,56.66666666666667,39.72222222222222,24.999999999999996,59.444444444444436,Bloc médian,Pressing modéré,Jeu direct,Mixte,9.466298472222224,6.564144537037038,0.31659861111111115,4.516806851851853,0.3904716203703704,41.863375000000005,99.83575,4.705875000000001,12.1485,5.529125,0.27511870370370367,0.0,0.4838294444444445,85.55045871559633,65.13761467889908,50.73375262054507,46.331236897274636,77.06422018348624,62.84403669724771,97.47706422018348,38.53211009174312,55.27522935779816,53.899082568807344,12.155963302752294,21.444954128440365,23.853211009174313,13.876146788990825,28.09633027522936,66.62844036697247,29.931192660550458,6.9954128440366965,29.128440366972473,62.72935779816514,94.26605504587155,29.587155963302752,65.9552451772354,69.87819634373858,55.35376602894346,48.58340133699317,41.04759174311926,37.883355176933165,0.08391435185185198,titulaire
F. Coquelin,Nantes,Nantes,"DMF, RCMF",34.0,1500000,2026-06-30,494,France,"France, Réunion",droite,177,74,non,10.02,6.38,65.71,3.1,47.06,2.83,0.73,4.72,1.82,0.03,0.73,25.0,0.36,100.0,3.46,0.18,0.0,1.09,34.62,91.58,6.92,84.21,2.55,71.43,0.0,0.0,0.0,0.0,3.28,83.33,0.91,80.0,0.18,4.19,78.26,L1,nantes,31.111111111111114,49.44444444444444,13.055555555555555,71.11111111111111,Bloc bas,Pressing modéré,Jeu direct,Contre-attaque,10.053214444444444,6.401148518518518,2.839380925925926,4.735645925925925,0.7324198148148148,39.45894638888888,104.3804249074074,4.775649490740741,7.887230185185185,3.738455925925926,0.16201333333333331,0.0,0.32402666666666663,91.97247706422019,61.00917431192661,99.58071278825996,51.78197064989518,97.70642201834863,53.44036697247706,99.77064220183486,40.825688073394495,13.302752293577983,21.788990825688074,7.110091743119266,21.444954128440365,13.761467889908257,31.536697247706424,11.238532110091743,31.76605504587156,14.678899082568808,36.00917431192661,33.60091743119266,22.477064220183486,80.96330275229357,56.42201834862385,73.83223462773834,82.68517636989594,47.761420836870904,45.8720624479669,26.818233944954127,28.523099606815205,0.07154398148148143,faible_echantillon
V. Marchetti,Paris,Paris,"DMF, RCMF, LCMF",28.0,1500000,2026-06-30,859,France,France,gauche,178,71,non,5.97,5.45,63.46,2.2,38.1,0.14,0.1,3.27,1.36,0.2,2.31,31.82,1.15,36.36,4.4,1.57,0.0,0.31,42.12,87.06,11.73,68.75,3.25,38.71,0.03,0.0,0.0,0.0,5.24,64.0,0.73,71.43,0.42,4.51,58.14,L1,paris,36.9281045751634,29.444444444444443,61.944444444444436,30.0,Bloc médian,Bloc passif,Équilibré,Jeu placé,6.554949444444444,5.983999074074074,0.1537174074074074,3.5903994444444445,0.10979814814814814,39.461954999999996,81.56594972222223,4.225389768518518,10.989760972222223,4.909322037037037,1.7207200000000002,0.0,1.2604,31.19266055045872,50.45871559633027,36.268343815513624,23.060796645702304,31.536697247706424,53.669724770642205,44.4954128440367,26.834862385321102,41.74311926605505,41.74311926605505,85.3211009174312,21.444954128440365,68.34862385321101,93.34862385321101,48.73853211009174,31.76605504587156,14.678899082568808,23.853211009174313,63.646788990825684,22.477064220183486,68.80733944954129,34.862385321100916,37.71628572596312,37.27672174619661,40.49521673247224,43.06335262164412,42.87614678899082,45.552916120576675,0.017437499999999974,echantillon_moyen
A. Seko,Le Havre,Le Havre,"DMF, RCB",25.0,1500000,2027-06-30,2307,Japan,Japan,droite,186,81,non,7.8,4.95,70.87,2.46,65.08,0.2,0.31,5.26,0.86,0.02,0.39,20.0,0.08,0.0,1.29,0.7,0.0,0.51,32.89,83.16,12.37,67.82,5.15,51.52,0.02,0.0,0.0,0.04,6.36,65.64,0.7,27.78,0.39,5.85,69.33,L1,le havre,51.04166666666667,67.5,34.44444444444444,21.666666666666664,Bloc médian,Pressing intensif,Équilibré,Jeu placé,7.124325,4.5212062500000005,0.18267500000000003,4.8043525,0.28314625,35.48221925925926,89.71424,6.311066666666667,13.34493925925926,6.861262222222223,0.7852833333333332,0.0,0.08974666666666666,43.11926605504588,17.660550458715598,38.15513626834382,53.878406708595385,64.44954128440367,36.69724770642202,74.31192660550458,72.93577981651376,68.34862385321101,76.37614678899082,44.4954128440367,21.444954128440365,6.192660550458716,21.674311926605505,38.99082568807339,31.76605504587156,29.931192660550458,22.362385321100916,60.89449541284404,22.477064220183486,93.57798165137615,91.74311926605505,55.35132734214221,53.98098902736907,52.99048326560444,44.08186404213753,43.565749235474,39.164209261686324,-0.0039050925925924844,titulaire
M. Sauer,Toulouse,Toulouse,"RCMF, LCMF",21.0,1300000,2026-06-30,745,Slovakia,Slovakia,droite,180,60,non,5.56,4.35,47.22,1.57,30.77,0.0,0.12,4.35,1.09,0.16,1.57,23.08,0.6,60.0,1.93,0.97,0.36,0.48,27.42,79.74,7.49,59.68,1.69,28.57,0.01,0.0,0.0,0.12,3.14,69.23,1.45,41.67,0.24,3.74,64.52,L1,toulouse,37.98039215686275,49.166666666666664,23.33333333333333,59.44444444444444,Bloc médian,Pressing modéré,Jeu direct,Mixte,5.5875683333333335,4.37156875,0.0,4.37156875,0.12059500000000001,30.63728,89.09616,4.178826666666667,8.368826666666667,3.508426666666667,0.9202246296296296,0.34152666666666665,0.5692111111111111,15.137614678899084,14.449541284403669,14.360587002096437,42.34800838574424,33.94495412844037,16.28440366972477,72.24770642201835,25.688073394495415,16.28440366972477,15.59633027522936,52.981651376146786,87.61467889908256,27.981651376146786,88.76146788990825,28.09633027522936,31.76605504587156,42.54587155963303,62.5,43.69266055045872,22.477064220183486,9.059633027522935,18.922018348623855,23.887028061469817,27.67257611601562,32.30356662023185,36.35729947163217,37.10607798165138,43.67382044560944,0.07987500000000002,echantillon_moyen
M. Sangaré,Lens,Lens,RCMF,23.0,1200000,2030-06-30,2049,Mali,Mali,gauche,178,63,non,9.71,7.29,62.65,2.28,53.85,0.96,0.26,5.3,1.36,0.1,1.63,35.14,1.93,63.64,6.37,0.83,0.09,1.58,49.37,87.37,13.62,76.13,3.21,60.27,0.04,0.04,0.26,0.26,6.68,76.32,1.19,70.37,0.4,5.8,78.03,L1,lens,46.27450980392156,68.33333333333333,73.05555555555556,61.66666666666667,Bloc médian,Pressing intensif,Possession,Mixte,8.837718333333335,6.635115,0.87376,4.823883333333333,0.23664333333333334,44.11506634259259,78.07035337962964,5.182649074074074,12.170289722222222,5.968982037037037,0.7786783333333334,0.084435,1.8106616666666666,77.29357798165137,66.28440366972477,84.90566037735849,54.50733752620545,57.11009174311926,71.10091743119266,24.770642201834864,50.0,55.96330275229357,62.15596330275229,43.80733944954128,54.81651376146789,83.71559633027523,76.72018348623854,57.22477064220184,66.62844036697247,68.34862385321101,50.11467889908256,61.69724770642202,88.30275229357798,64.10550458715596,74.08256880733946,65.00773481526359,63.72718743388533,59.394344293599964,61.80252561471187,62.44208715596331,62.208387942332905,-0.09813657407407408,titulaire
J. Deminguet,Metz,Metz,"LCMF, RDMF",28.0,1200000,2028-06-30,1597,France,France,gauche,178,74,non,8.06,7.1,61.11,1.92,41.18,0.26,0.11,4.0,1.18,0.03,0.56,40.0,0.9,68.75,4.45,0.9,0.23,1.35,37.53,87.84,8.34,73.65,3.16,62.5,0.0,0.0,0.0,0.0,4.11,75.34,1.41,24.0,0.11,3.94,77.14,L1,metz,30.694444444444446,26.944444444444443,24.72222222222222,25.555555555555557,Bloc bas,Bloc passif,Jeu direct,Jeu placé,8.917904907407408,7.855722685185185,0.28767435185185186,4.42575925925926,0.12170837962962965,41.78322625,97.79479333333333,4.386515092592592,9.285161388888888,4.575780972222223,0.9997333333333333,0.2554874074074074,0.9997333333333333,77.75229357798165,86.92660550458714,46.540880503144656,44.0251572327044,34.174311926605505,62.15596330275229,94.03669724770643,31.19266055045872,26.146788990825687,35.77981651376147,57.798165137614674,80.04587155963303,55.73394495412845,31.536697247706424,11.238532110091743,31.76605504587156,14.678899082568808,60.550458715596335,23.853211009174313,22.477064220183486,55.61926605504587,43.57798165137615,55.003835251860835,60.22341288731176,46.0046860703776,50.83195265296702,36.89487767584097,40.77872433377021,0.10988425925925926,rotation
A. Dioussé,Auxerre,Auxerre,"LCMF, RCMF",28.0,900000,2026-06-30,272,Senegal,Senegal,gauche,175,68,non,8.6,6.29,57.89,1.99,50.0,0.0,0.66,7.14,1.99,0.1,1.32,25.0,0.66,100.0,2.65,1.32,0.0,0.66,46.32,89.29,12.57,84.21,4.3,76.92,0.15,0.0,0.0,0.0,9.6,86.21,1.99,33.33,0.33,9.6,86.21,L1,auxerre,35.18518518518519,31.666666666666668,25.833333333333336,58.8888888888889,Bloc médian,Bloc passif,Jeu direct,Mixte,9.372566666666668,6.855051666666667,0.0,7.78141,0.7192900000000001,51.413270000000004,99.10817958333334,10.6556,13.95217625,10.6556,1.2558577777777777,0.0,0.6279288888888889,83.94495412844036,71.10091743119266,14.360587002096437,93.50104821802935,97.47706422018348,88.53211009174312,96.78899082568807,99.31192660550458,73.62385321100918,98.1651376146789,67.88990825688074,21.444954128440365,31.422018348623855,76.72018348623854,93.57798165137615,31.76605504587156,14.678899082568808,80.96330275229357,55.1605504587156,22.477064220183486,40.137614678899084,64.44954128440367,75.77475693843402,74.40446670705673,78.02694902610517,67.78296941071739,58.67259174311927,60.36287680209699,0.10325000000000002,faible_echantillon
N. Cadiou,Lorient,Lorient,"RCMF, LCMF",27.0,800000,2029-06-30,1409,Guadeloupe,"Guadeloupe, France",droite,191,84,non,6.77,4.34,61.76,1.6,52.0,0.15,0.7,4.54,1.28,0.06,0.77,41.67,0.7,90.91,5.05,1.85,0.26,0.77,49.57,88.92,13.61,80.28,3.77,61.02,0.03,0.0,0.13,0.06,6.2,79.38,1.21,57.89,0.32,6.45,70.3,L1,lorient,41.91919191919192,32.77777777777778,32.22222222222222,30.555555555555557,Bloc médian,Bloc passif,Jeu direct,Jeu placé,7.3490857407407395,4.71123074074074,0.16283055555555553,4.928338148148148,0.7598759259259258,53.91747259259259,96.71861333333332,7.015688888888889,14.803647407407405,6.743762962962963,2.0238657407407405,0.2844351851851852,0.765787037037037,48.62385321100918,19.954128440366972,37.10691823899371,58.280922431865825,97.93577981651376,93.57798165137615,91.5137614678899,83.02752293577981,80.73394495412845,75.0,91.97247706422019,82.79816513761467,41.284403669724774,53.78440366972477,48.73853211009174,31.76605504587156,32.56880733944954,50.80275229357798,54.243119266055054,67.77522935779817,59.403669724770644,70.29816513761467,63.02964641874868,60.46492616794569,69.23130654950805,65.25406991600518,65.2505733944954,62.28538663171691,0.08662037037037028,rotation
Kwon Hyeok-Kyu,Karlsruher SC,Nantes,"DMF, RCB, RCMF",24.0,750000,2028-06-30,822,Korea Republic,Korea Republic,droite,192,75,non,8.98,5.8,58.49,2.08,63.16,1.07,0.66,5.0,1.2,0.01,0.33,0.0,0.0,0.0,1.86,0.0,0.0,1.09,24.31,86.49,4.93,64.44,1.86,52.94,0.0,0.11,0.0,0.0,2.52,65.22,0.22,0.0,0.0,2.19,50.0,L1,nantes,31.111111111111114,49.44444444444444,13.055555555555555,71.11111111111111,Bloc bas,Pressing modéré,Jeu direct,Contre-attaque,9.009767037037037,5.819225925925926,1.0735468518518518,5.016574074074073,0.6621877777777778,27.70788523148148,98.57897958333332,2.4961031944444443,5.61908162037037,2.872228333333333,0.0,0.0,0.0,78.89908256880734,46.330275229357795,89.72746331236897,60.167714884696025,95.41284403669725,9.63302752293578,95.41284403669725,4.81651376146789,2.981651376146789,8.027522935779817,2.981651376146789,21.444954128440365,2.86697247706422,13.876146788990825,11.238532110091743,87.38532110091744,14.678899082568808,6.9954128440366965,9.747706422018348,22.477064220183486,41.51376146788991,90.59633027522935,64.7453503356221,76.86251995460927,34.06019113836753,36.05836774730664,16.339640672782874,20.93736347750109,0.0715439814814814,echantillon_moyen
L. Doucet,Dunkerque,Paris,"RCMF, LCMF",23.0,700000,2027-06-30,145,France,"France, Burkina Faso",droite,180,73,oui,3.72,3.72,50.0,0.62,0.0,0.0,0.0,3.6,2.48,0.34,1.24,50.0,0.62,100.0,4.97,1.24,0.62,1.24,34.14,89.09,5.59,88.89,2.48,75.0,0.03,0.0,0.0,0.0,4.34,71.43,0.62,100.0,0.0,2.48,75.0,L1,paris,36.9281045751634,29.444444444444443,61.944444444444436,30.0,Bloc médian,Bloc passif,Équilibré,Jeu placé,4.084491111111111,4.084491111111111,0.0,3.952733333333333,0.0,31.985544722222222,83.46784356481481,2.323495925925926,5.237234768518518,4.066117870370371,1.35904,0.67952,0.67952,3.211009174311927,10.550458715596331,14.360587002096437,32.28511530398323,10.894495412844037,23.394495412844037,51.37614678899083,3.211009174311927,2.064220183486239,27.981651376146786,72.93577981651376,96.55963302752293,33.715596330275226,98.96788990825688,48.73853211009174,31.76605504587156,14.678899082568808,18.922018348623855,9.747706422018348,22.477064220183486,13.646788990825687,3.211009174311927,14.09949055642106,16.34203763006559,23.495742902203872,31.315670928229352,31.984327217125383,38.22220401922237,-0.009410493827160513,faible_echantillon
B. Stambouli,Metz,Metz,"DMF, RDMF, CB",35.0,700000,2026-06-30,832,France,"France, Algeria",droite,180,80,non,7.25,4.76,75.0,0.76,57.14,0.5,0.32,3.77,1.08,0.03,0.43,25.0,0.32,66.67,2.38,0.43,0.0,0.87,42.51,80.41,16.88,65.38,8.76,45.68,0.06,0.0,0.0,0.54,7.03,52.31,1.19,36.36,0.54,7.57,60.0,L1,metz,30.694444444444446,26.944444444444443,24.72222222222222,25.555555555555557,Bloc bas,Bloc passif,Jeu direct,Jeu placé,8.021688657407408,5.266653518518519,0.5532199074074075,4.171278101851852,0.3540607407407408,47.327603194444436,89.5227610648148,8.427898287037037,18.792988518518516,7.826700787037037,0.47765037037037034,0.0,0.3554607407407407,65.82568807339449,33.94495412844037,70.44025157232704,36.477987421383645,73.1651376146789,80.73394495412845,73.85321100917432,94.03669724770643,95.87155963302753,86.23853211009175,23.165137614678898,21.444954128440365,17.431192660550458,31.536697247706424,69.38073394495413,31.76605504587156,93.23394495412845,50.11467889908256,74.31192660550458,22.477064220183486,95.87155963302753,81.65137614678899,67.79540995903295,63.54845363798973,71.8899340158428,57.42339490755623,62.405581039755354,54.96586937527305,0.10988425925925925,echantillon_moyen
P. Capelle,Angers SCO,Angers SCO,"RCMF, LCMF, AMF",38.0,250000,2026-06-30,288,France,France,gauche,181,73,non,7.5,8.44,62.96,1.88,50.0,0.0,0.0,2.16,1.88,0.07,0.94,0.0,0.63,100.0,5.31,1.56,0.31,2.81,26.25,82.14,10.0,68.75,3.13,70.0,0.02,0.0,0.0,0.0,3.75,58.33,2.19,57.14,0.31,6.56,71.43,L1,angers sco,56.66666666666667,39.72222222222222,24.999999999999996,59.444444444444436,Bloc médian,Pressing modéré,Jeu direct,Mixte,7.914965277777778,8.90697425925926,0.0,2.27951,0.0,29.203125,91.38075,7.298,11.125,4.171875,1.479948888888889,0.2940924074074074,0.5976716666666667,62.84403669724771,94.03669724770643,14.360587002096437,7.127882599580712,10.894495412844037,12.385321100917432,78.21100917431193,86.23853211009175,42.88990825688073,30.504587155963304,77.75229357798165,84.17431192660551,28.899082568807337,60.09174311926605,38.99082568807339,31.76605504587156,14.678899082568808,86.0091743119266,52.981651376146786,22.477064220183486,65.71100917431193,64.44954128440367,43.57187385801935,45.169074442713445,46.0598992034642,47.86259345351435,43.87652905198777,49.35424858016601,0.09344290123456796,faible_echantillon
K. Danois,Auxerre,Auxerre,"LCMF, RCMF",21.0,100000,2029-06-30,2370,Guadeloupe,"Guadeloupe, France",droite,183,72,non,6.84,6.08,63.13,1.22,18.75,0.04,0.04,3.36,0.87,0.07,0.8,28.57,1.33,74.29,5.81,1.67,0.42,0.76,43.33,86.06,13.1,76.23,3.08,60.49,0.13,0.0,0.15,0.34,6.49,78.36,1.67,43.18,0.76,6.04,72.33,L1,auxerre,35.18518518518519,31.666666666666668,25.833333333333336,58.8888888888889,Bloc médian,Bloc passif,Jeu direct,Mixte,7.45446,6.626186666666667,0.04359333333333334,3.66184,0.04359333333333334,48.094494583333336,95.52301416666667,6.704148333333333,14.540454166666667,7.203629583333334,1.5888503703703702,0.39959111111111106,1.265371851851852,50.22935779816514,66.05504587155964,28.930817610062892,24.31865828092243,21.788990825688074,82.33944954128441,89.90825688073394,77.98165137614679,78.44036697247707,79.81651376146789,81.42201834862385,90.59633027522935,68.80733944954129,60.09174311926605,91.85779816513761,31.76605504587156,79.35779816513761,72.13302752293578,86.46788990825688,71.3302752293578,66.5137614678899,9.174311926605505,46.61661665993499,43.094450214451946,70.19370773812959,66.12943775398337,81.69094036697247,75.21543250327653,0.09989583333333338,titulaire
B. Deuff,Nantes,Nantes,"RCMF, CF",19.0,0,2029-06-30,292,France,France,unknown,0,0,non,7.71,6.16,65.0,5.86,31.58,0.43,0.62,4.71,1.85,0.07,1.85,33.33,2.47,62.5,9.55,1.85,0.31,0.92,16.64,90.74,2.77,88.89,0.92,66.67,0.04,0.0,0.0,0.31,1.54,100.0,0.31,100.0,0.0,1.85,66.67,L1,nantes,31.111111111111114,49.44444444444444,13.055555555555555,71.11111111111111,Bloc bas,Pressing modéré,Jeu direct,Contre-attaque,7.735557222222222,6.180419259259259,0.4314253703703703,4.725612777777777,0.6220551851851851,18.965825185185185,103.42301546296295,2.108580324074074,3.15717162037037,1.7552506481481482,1.665137037037037,0.279022962962963,2.223182962962963,58.256880733944946,55.73394495412845,61.84486373165618,51.36268343815513,94.03669724770643,1.834862385321101,99.54128440366972,2.293577981651376,0.45871559633027525,2.981651376146789,82.79816513761467,82.33944954128441,89.44954128440367,60.09174311926605,57.22477064220184,31.76605504587156,74.6559633027523,9.059633027522935,9.747706422018348,22.477064220183486,77.75229357798165,19.839449541284402,55.238093950147146,67.33252012290117,34.09661774524593,50.24527065456614,43.91227064220183,43.151212319790304,0.07154398148148142,faible_echantillon
Q. Ndjantou,PSG U19,PSG,"LCMF, RCMF",18.0,0,2028-06-30,413,France,"France, Cameroon",droite,0,0,non,5.45,3.27,60.0,1.31,0.0,1.95,0.0,4.29,1.53,0.29,1.96,33.33,1.31,50.0,6.1,2.4,0.44,0.44,44.46,86.76,8.28,84.21,1.31,66.67,0.04,0.22,0.0,0.22,1.96,100.0,2.4,54.55,0.44,3.05,85.71,L1,psg,28.11111111111111,44.44444444444445,98.61111111111111,75.0,Bloc bas,Pressing modéré,Possession,Contre-attaque,5.621574074074074,3.3729444444444443,2.011388888888889,4.425055555555556,0.0,37.796145833333334,73.75604166666666,2.592853009259259,7.0389583333333325,1.6662268518518517,2.13,0.39049999999999996,1.162625,15.825688073394495,4.128440366972478,97.27463312368972,43.81551362683438,10.894495412844037,43.80733944954128,8.715596330275229,5.045871559633028,7.568807339449542,2.7522935779816518,92.66055045871559,90.13761467889908,64.22018348623854,97.8211009174312,57.22477064220184,97.24770642201835,62.15596330275229,90.02293577981652,66.1697247706422,22.477064220183486,49.65596330275229,3.211009174311927,26.603058344392515,28.19779705921951,31.956843091515065,44.946732527180856,46.5447247706422,58.607470511140235,-0.059201388888888914,faible_echantillon
M. Jangeal,PSG U19,PSG,DMF,17.0,0,,17,France,France,,0,0,non,,,,,,0.0,,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,L1,psg,28.11111111111111,44.44444444444445,98.61111111111111,75.0,Bloc bas,Pressing modéré,Possession,Contre-attaque,,,0.0,7.736111111111111,,,,,,,,,,,,14.360587002096437,93.08176100628931,,,,,,,,,,,,,,,,,,,,,,,,,0.03148148148148143,faible_echantillon
B. Nduquidi,Metz U19,Metz,RCMF,20.0,0,,14,France,France,unknown,0,0,non,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,L1,metz,30.694444444444446,26.944444444444443,24.72222222222222,25.555555555555557,Bloc bas,Bloc passif,Jeu direct,Jeu placé,,,0.0,0.0,,,,,,,,,,,,14.360587002096437,2.20125786163522,,,,,,,,,,,,,,,,,,,,,,,,,,faible_echantillon
H. Do Marcolino,Rennes U21,Rennes,LDMF,20.0,0,,6,France,France,unknown,0,0,non,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,L1,rennes,36.58730158730159,50.277777777777786,79.44444444444444,77.22222222222221,Bloc médian,Pressing modéré,Possession,Contre-attaque,,,0.0,0.0,,,,,,,,,,,,14.360587002096437,2.20125786163522,,,,,,,,,,,,,,,,,,,,,,,,,,faible_echantillon
A. Bouaddi,Lille,Lille,"RDMF, LDMF",18.0,0,2029-06-30,1128,France,"France, Morocco",droite,175,65,non,8.78,7.58,63.16,1.52,52.63,0.71,0.32,5.24,2.23,0.11,0.8,10.0,1.12,57.14,6.14,1.12,0.08,0.96,34.07,85.01,8.46,68.87,1.84,47.83,0.03,0.0,0.16,0.24,3.91,73.47,0.8,40.0,0.16,3.19,77.5,L1,lille,32.74231678486998,53.611111111111114,76.66666666666667,77.77777777777777,Bloc bas,Pressing modéré,Possession,Contre-attaque,8.596636203703703,7.421697314814814,0.6951721759259258,5.130566481481481,0.313317037037037,30.072453333333335,75.03549333333333,2.815706666666667,7.467360000000001,3.451226666666667,0.9851851851851853,0.07037037037037037,0.9851851851851853,74.54128440366972,81.42201834862385,79.03563941299791,62.473794549266245,68.34862385321101,15.59633027522936,12.614678899082568,6.422018348623854,10.091743119266056,14.449541284403669,57.3394495412844,51.37614678899083,55.04587155963303,80.96330275229357,48.73853211009174,31.76605504587156,64.44954128440367,28.6697247706422,31.536697247706424,74.42660550458714,67.08715596330275,72.01834862385321,60.23203544227108,66.4429580664705,34.018830831622935,46.71861321991147,41.861811926605505,42.20511140235911,-0.06910879629629632,rotation
